Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0310811N;Ecole maternelle publique;Ecole;Public;Place du Village;;31330 ST CEZERT;31330;31473;Saint-Cézert;031;16;76;1;0;;;;0561826293;;;ce.0310811N@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310473000022;40;;43.78238231289681,1.1946196857441191;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;554657.1;6299813.2;EPSG:2154;Circonscription d'inspection du 1er degré de Leguevin;43.78238231289681;1.1946196857441191;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031038;101;ECOLE MATERNELLE;99;0310008R;;;16127;TOULOUSE NORD-OUEST
0310814S;Ecole primaire publique François Lucas;Ecole;Public;Rue Le Communal;;31430 ST ELIX LE CHATEAU;31430;31476;Saint-Elix-le-Château;031;16;76;1;1;;;;0561876230;;;ce.0310814S@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310476300023;119;;43.28068799391505,1.135480597508003;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;548580.4;6244178.1;EPSG:2154;Circonscription d'inspection du 1er degré de Rieux-Volvestre;43.28068799391505;1.135480597508003;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311580Z;;;16106;COMMINGES
0310851G;Ecole élémentaire publique Claude Nougaro;Ecole;Public;2 chemin Tourtourel;;31140 ST LOUP CAMMAS;31140;31497;Saint-Loup-Cammas;031;16;76;0;1;;;;0561098690;;;ce.0310851G@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310497900025;174;;43.69785764425365,1.4800303568098114;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;577450.3;6289937.9;EPSG:2154;Circonscription d'inspection du 1er degré de Bruguières;43.69785764425365;1.4800303568098114;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0312478A;;;16110;TOULOUSE NORD
0310863V;Ecole élémentaire publique Henri Puis;Ecole;Public;1 rue des Sports;;31650 ST ORENS DE GAMEVILLE;31650;31506;Saint-Orens-de-Gameville;031;16;76;0;1;;;;0561398157;;;ce.0310863V@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310506700069;310;;43.55290044751158,1.5341968995205852;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;581518.0;6273747.8;EPSG:2154;Circonscription d'inspection du 1er degré de Castanet-Tolosan;43.55290044751158;1.5341968995205852;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311850T;;;16128;TOULOUSE EST
0310867Z;Ecole élémentaire publique;Ecole;Public;Village;;31580 ST PLANCARD;31580;31513;Saint-Plancard;031;16;76;0;1;;;;0561889583;;;ce.0310867Z@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310513300028;25;;43.17245020375202,0.5766198930314368;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;502838.1;6233383.1;EPSG:2154;Circonscription d'inspection du 1er degré de Montréjeau;43.17245020375202;0.5766198930314368;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031026;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310005M;;;16106;COMMINGES
0310874G;Ecole élémentaire publique;Ecole;Public;Village;;31470 ST THOMAS;31470;31518;Saint-Thomas;031;16;76;0;1;;;;0561914038;;;ce.0310874G@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310518200025;43;;43.51450708803653,1.0816800342875352;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;544843.4;6270265.6;EPSG:2154;Circonscription d'inspection du 1er degré de Fonsorbes;43.51450708803653;1.0816800342875352;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031006;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0312338Y;;;16108;TOULOUSE SUD-OUEST
0310893C;Ecole primaire publique Bruncan;Ecole;Public;Hameau de Bruncan;;31510 SAUVETERRE DE COMMINGES;31510;31535;Sauveterre-de-Comminges;031;16;76;1;1;;;;0561883646;;;ce.0310893C@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310535600025;59;;43.03289571969323,0.673779917991271;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;510283.5;6217636.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Gaudens;43.03289571969323;0.673779917991271;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310083X;;;16106;COMMINGES
0310910W;Ecole élémentaire publique;Ecole;Public;Village;;31570 TARABEL;31570;31551;Tarabel;031;16;76;0;1;;;;0561831670;;;ce.0310910W@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310551300021;135;;43.511840131379266,1.67437039854794;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;592770.6;6268984.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lanta;43.511840131379266;1.67437039854794;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;1;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311690U;;;16128;TOULOUSE EST
0310970L;Ecole élémentaire publique Cuvier;Ecole;Public;135 route d'Albi;;31200 TOULOUSE;31200;31555;Toulouse;031;16;76;0;1;;;;0561489636;;;ce.0310970L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555400074;352;;43.638406865562665,1.4620200995206662;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;575869.7;6283360.2;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Garonne - Préélémentaire;43.638406865562665;1.4620200995206662;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311111P;;;16110;TOULOUSE NORD
0310987E;Ecole élémentaire publique Georges Hyon;Ecole;Public;1 impasse Bachaga Boualam;;31100 TOULOUSE;31100;31555;Toulouse;031;16;76;0;1;;;;0534245877;;;ce.0310987E@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;REP+;;21310555400546;146;;43.57907804429154,1.410069897880824;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;571544.6;6276850.8;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Pont neuf;43.57907804429154;1.410069897880824;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311327Z;;;16126;TOULOUSE OUEST
0310992K;Ecole élémentaire publique Bonnefoy;Ecole;Public;18 rue Faubourg Bonnefoy;;31500 TOULOUSE;31500;31555;Toulouse;031;16;76;0;1;;;;0561487728;;;ce.0310992K@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555400298;221;;43.61663488915373,1.454510236106314;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;575216.3;6280952.8;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Nord;43.61663488915373;1.454510236106314;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311264F;;;16109;TOULOUSE CENTRE
0311008C;Ecole primaire publique Alexandre Fourtanier;Ecole;Public;51 rue du Rempart Saint-Etienne;;31000 TOULOUSE;31000;31555;Toulouse;031;16;76;1;1;;;;0561211422;;;ce.0311008C@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310555400694;158;;43.6028327401688,1.4499804506558804;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;574820.5;6279426.3;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Pont neuf;43.6028327401688;1.4499804506558804;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311631E;;;16109;TOULOUSE CENTRE
0311016L;Ecole élémentaire publique Marcel Pagnol;Ecole;Public;7 rue Ernest Dufer;;31300 TOULOUSE;31300;31555;Toulouse;031;16;76;0;1;;;;0561493404;;;ce.0311016L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP+;;21310555400397;145;;43.5967959065167,1.401169791648437;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;570865.5;6278834.1;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Pont neuf;43.5967959065167;1.401169791648437;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311327Z;;;16126;TOULOUSE OUEST
0311029A;Ecole élémentaire publique Le Château;Ecole;Public;Place de la Mairie;;31170 TOURNEFEUILLE;31170;31557;Tournefeuille;031;16;76;0;1;;;;0561071101;;;ce.0311029A@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310557000021;256;;43.58210321591983,1.3457501967123786;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;566355.8;6277293.7;EPSG:2154;Circonscription d'inspection du 1er degré de Tournefeuille;43.58210321591983;1.3457501967123786;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0312307P;;;16108;TOULOUSE SUD-OUEST
0311044S;Ecole élémentaire publique;Ecole;Public;Place de la mairie;;31570 VALLESVILLES;31570;31567;Vallesvilles;031;16;76;0;1;;;;0561836402;;;ce.0311044S@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310567900020;50;;43.592105765147664,1.6446798939731981;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;590522.3;6277945.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lanta;43.592105765147664;1.6446798939731981;Rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;031064;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311335H;;;16128;TOULOUSE EST
0311046U;Ecole élémentaire publique;Ecole;Public;Village;;31250 VAUDREUILLE;31250;31569;Vaudreuille;031;16;76;1;1;;;;0562180132;;;ce.0311046U@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310569500026;22;;43.42517718948474,1.9812098564020673;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;617464.8;6258984.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lanta;43.42517718948474;1.9812098564020673;Numéro de rue;1965-11-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311690U;;;16128;TOULOUSE EST
0311071W;Ecole élémentaire publique Jules Michelet;Ecole;Public;Rue Pendariès;;31340 VILLEMUR SUR TARN;31340;31584;Villemur-sur-Tarn;031;16;76;0;1;;;;0561090012;;;ce.0311071W@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;21310584400129;170;;43.859928894532935,1.50149026361919;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;579522.1;6307912.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.859928894532935;1.50149026361919;Numéro de rue;1996-09-01;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0311689T;;;16127;TOULOUSE NORD-OUEST
0311117W;Ecole primaire publique;Ecole;Public;15 rue René Arnaud;;31210 GOURDAN POLIGNAN;31210;31224;Gourdan-Polignan;031;16;76;1;1;;;;0561947331;;;ce.0311117W@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;21310224700029;35;;43.07805220213719,0.5754801450372968;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;502423.2;6222895.7;EPSG:2154;Circonscription d'inspection du 1er degré de Montréjeau;43.07805220213719;0.5754801450372968;Numéro de rue;1967-09-27;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310005M;;;16106;COMMINGES
0311125E;Ecole maternelle publique Maurice Ravel;Ecole;Public;20 chemin du Roussimort;;31270 VILLENEUVE TOLOSANE;31270;31588;Villeneuve-Tolosane;031;16;76;1;0;;;;0561920792;;;ce.0311125E@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310588500031;159;;43.523519929148364,1.3464303684495929;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;566274.4;6270782.8;EPSG:2154;Circonscription d'inspection du 1er degré de Portet sur Garonne;43.523519929148364;1.3464303684495929;Numéro de rue;1967-09-27;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312611V;;;16108;TOULOUSE SUD-OUEST
0311297S;Ecole maternelle publique Lucie Aubrac;Ecole;Public;1 allée Georges Brassens;;31770 COLOMIERS;31770;31149;Colomiers;031;16;76;1;0;;;;0561635032;;;ce.0311297S@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310149600387;193;;43.59766569811753,1.3479094168842904;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;566566.4;6279019.3;EPSG:2154;Circonscription d'inspection du 1er degré de Colomiers;43.59766569811753;1.3479094168842904;Numéro de rue;1969-07-18;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311325X;;;16127;TOULOUSE NORD-OUEST
0311385M;Ecole maternelle publique Gaston Bonheur;Ecole;Public;8 rue de Noncesse;;31130 BALMA;31130;31044;Balma;031;16;76;1;0;;;;0561241510;;;ce.0311385M@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310044900023;147;;43.597642824989734,1.5060597689075292;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;579338.0;6278762.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rouffiac-Tolosan;43.597642824989734;1.5060597689075292;Numéro de rue;1970-04-28;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312698P;;;16110;TOULOUSE NORD
0311389S;Ecole maternelle publique Vinsonneau;Ecole;Public;Rue Delmas;;31380 MONTASTRUC LA CONSEILLERE;31380;31358;Montastruc-la-Conseillère;031;16;76;1;0;;;;0534261980;;;ce.0311389S@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310358300034;146;;43.725368436220336,1.5812301878356154;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;585663.7;6292842.9;EPSG:2154;Circonscription d'inspection du 1er degré de Rouffiac-Tolosan;43.725368436220336;1.5812301878356154;Numéro de rue;1970-05-28;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311094W;;;16110;TOULOUSE NORD
0311395Y;Ecole maternelle publique Maurice Jacquier;Ecole;Public;7 rue du Poitou;;31100 TOULOUSE;31100;31555;Toulouse;031;16;76;1;0;;;;0561402818;;;ce.0311395Y@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP;;21310555401916;88;;43.575550863266585,1.4184894555953098;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;572216.9;6276445.2;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Garonne - Préélémentaire;43.575550863266585;1.4184894555953098;Numéro de rue;1970-05-28;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311718Z;;;16126;TOULOUSE OUEST
0311396Z;Ecole maternelle publique Jean Moulin;Ecole;Public;1 rue de Bir-Hakeim;;31400 TOULOUSE;31400;31555;Toulouse;031;16;76;1;0;;;;0561523167;;;ce.0311396Z@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;REP;;21310555400496;61;;43.58210891083041,1.441290156720173;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;574073.3;6277137.3;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Garonne - Préélémentaire;43.58210891083041;1.441290156720173;Numéro de rue;1970-05-28;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0311338L;;;16109;TOULOUSE CENTRE
0311398B;Ecole maternelle publique Le Château;Ecole;Public;Place de la Mairie;;31170 TOURNEFEUILLE;31170;31557;Tournefeuille;031;16;76;1;0;;;;0561071100;;;ce.0311398B@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310557000039;131;;43.582144196183,1.345900049509814;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;566368.0;6277298.0;EPSG:2154;Circonscription d'inspection du 1er degré de Tournefeuille;43.582144196183;1.345900049509814;Numéro de rue;1970-05-28;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312307P;;;16108;TOULOUSE SUD-OUEST
0311437U;Ecole primaire privée Saint-Joseph;Ecole;Privé;23 place des Mages;;31660 BESSIERES;31660;31066;Bessières;031;16;76;1;1;;;;0561840150;;;ce.0311437U@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;77677842500012;89;;43.801182130124985,1.6073199840906975;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;587914.6;6301229.2;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.801182130124985;1.6073199840906975;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311965T;;;16110;TOULOUSE NORD
0311444B;Ecole primaire privée Saint-Martin;Ecole;Privé;54 rue de l'Eglise;;31620 CASTELNAU D ESTRETEFONDS;31620;31118;Castelnau-d'Estrétefonds;031;16;76;1;1;;;;0561351044;;;ce.0311444B@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;77678918200016;173;;43.784936675239805,1.359239723988101;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;567913.8;6299807.8;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.784936675239805;1.359239723988101;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311965T;;;16110;TOULOUSE NORD
0311449G;Ecole élémentaire privée Sainte Thérèse;Ecole;Privé;Rue du Couvent;;31430 LE FOUSSERET;31430;31193;Le Fousseret;031;16;76;0;1;;;;0561985620;;;ce.0311449G@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;77680170600016;27;;43.282223634073716,1.0676997248216726;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;543081.1;6244481.1;EPSG:2154;Circonscription d'inspection du 1er degré de Rieux-Volvestre;43.282223634073716;1.0676997248216726;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311968W;;;16106;COMMINGES
0311450H;Ecole primaire privée Sainte-Marthe;Ecole;Privé;32 A rue René Teisseire;;31330 GRENADE;31330;31232;Grenade;031;16;76;1;1;;;;0534277995;;;ce.0311450H@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;77680623400030;183;;43.77222917561583,1.2911754608267065;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;562404.7;6298512.2;EPSG:2154;Circonscription d'inspection du 1er degré de Fronton;43.77222917561583;1.2911754608267065;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311965T;;;16127;TOULOUSE NORD-OUEST
0311453L;Ecole primaire privée Saint-Joseph;Ecole;Privé;14 impasse du Château;;31190 MIREMONT;31190;31345;Miremont;031;16;76;1;1;;;;0953881988;;;ce.0311453L@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;33362285000019;80;;43.36986949551488,1.4153104328468562;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;571501.3;6253593.4;EPSG:2154;Circonscription d'inspection du 1er degré de Villefranche de Lauragais;43.36986949551488;1.4153104328468562;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311968W;;;16107;MURET
0311462W;Ecole primaire privée La Providence;Ecole;Privé;Chemin de Beauséjour;;31250 REVEL;31250;31451;Revel;031;16;76;1;1;;;;0561241516;;;ce.0311462W@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;77683719700032;220;;43.45567118729535,1.9945200633273301;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;618586.2;6262359.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lanta;43.45567118729535;1.9945200633273301;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311968W;;;16128;TOULOUSE EST
0311467B;Ecole primaire privée Saint-Guillaume;Ecole;Privé;2 chemin du Bougeng;;31790 ST SAUVEUR;31790;31516;Saint-Sauveur;031;16;76;1;1;;;;0561095086;;;ce.0311467B@ac-toulouse.fr;0;0;0;;;;;;;;;;;;;;;77685029900012;163;;43.74970304592719,1.397140130028428;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;570885.0;6295830.5;EPSG:2154;Circonscription d'inspection du 1er degré de Bruguières;43.74970304592719;1.397140130028428;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311965T;;;16127;TOULOUSE NORD-OUEST
0311479P;Ecole primaire privée Notre-Dame;Ecole;Privé;42 bis rue des 36 Ponts;;31000 TOULOUSE;31000;31555;Toulouse;031;16;76;1;1;;;;0534319670;;;ce.0311479P@ac-toulouse.fr;1;1;0;;;;;;;;;;;;;;;75348766900016;289;;43.59067983955326,1.4475105192474165;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;574594.5;6278079.8;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse les 2 rives;43.59067983955326;1.4475105192474165;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311168B;;;16109;TOULOUSE CENTRE
0311485W;Ecole primaire privée Saint-Exupère;Ecole;Privé;48 grande rue Saint-Michel;;31000 TOULOUSE;31000;31555;Toulouse;031;16;76;1;1;;;;0561252814;;;ce.0311485W@ac-toulouse.fr;1;0;1;;;;;;;;;;;;;;;77694444900011;164;;43.58802210685649,1.446549859760799;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;574511.1;6277786.0;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse les 2 rives;43.58802210685649;1.446549859760799;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0311168B;;;16109;TOULOUSE CENTRE
0311488Z;Ecole primaire privée La Prairie;Ecole;Privé;1 bis rue des néfliers;;31400 TOULOUSE;31400;31555;Toulouse;031;16;76;1;1;;;;0562268360;;;ce.0311488Z@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;77694443100027;287;;43.57295193141969,1.456709932792622;CONTRAT D'ASSOCIATION TOUTES CLASSES;Haute-Garonne;Toulouse;Occitanie;575299.0;6276095.3;EPSG:2154;Circonscription d'inspection du 1er degré de Toulouse Sud;43.57295193141969;1.456709932792622;Numéro de rue;1971-03-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0310092G;;;16109;TOULOUSE CENTRE
0311553V;Ecole maternelle publique Jules VERNE;Ecole;Public;47 chemin de Buffebiau;;31780 CASTELGINEST;31780;31116;Castelginest;031;16;76;1;0;;;;0561702328;;;ce.0311553V@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310116500024;228;;43.6890834126393,1.4398282577072596;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;574190.1;6289026.2;EPSG:2154;Circonscription d'inspection du 1er degré de Bruguières;43.6890834126393;1.4398282577072596;Numéro de rue;1971-06-17;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312478A;;;16110;TOULOUSE NORD
0311562E;Ecole élémentaire publique Roger Ycart;Ecole;Public;Rue de Ville;;31550 CINTEGABELLE;31550;31145;Cintegabelle;031;16;76;0;1;;;;0561089003;;;ce.0311562E@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310145400048;128;;43.31431089017602,1.526449855653255;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;580397.0;6247244.0;EPSG:2154;Circonscription d'inspection du 1er degré de Muret;43.31431089017602;1.526449855653255;Rue;1971-06-17;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0310084Y;;;16128;TOULOUSE EST
0311610G;Ecole maternelle publique Jean Rostand;Ecole;Public;Place Noël Fourcade;;31140 LAUNAGUET;31140;31282;Launaguet;031;16;76;1;0;;;;0561740620;;;ce.0311610G@ac-toulouse.fr;1;0;0;;;;;;;;;;;;;;;21310282500048;201;;43.67477466001039,1.451239758551996;SANS OBJET;Haute-Garonne;Toulouse;Occitanie;575079.0;6287418.2;EPSG:2154;Circonscription d'inspection du 1er degré de Bruguières;43.67477466001039;1.451239758551996;Numéro de rue;1972-06-02;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0312139G;;;16110;TOULOUSE NORD
